prompt_id	condition_family	layer	position_label	token_position	token_string	feature_id	activation	rank	base_prompt_token_count	full_prompt_token_count	forced_prefix_token_count	generated_token_count
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	31903	0.11110085248947144	47	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	13596	0.11073501408100128	48	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	1662	0.11005014181137085	49	221	221	0	24
e_only_no_prefix	e_only_no_prefix	16	final_prompt_token	220	.	2819	0.10994726419448853	50	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	5835	0.8237519264221191	1	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	2938	0.7260829210281372	2	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	9905	0.36684074997901917	3	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	13995	0.31406518816947937	4	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	3678	0.307293176651001	5	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	148	0.303140252828598	6	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	4180	0.3027482032775879	7	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	23764	0.29239514470100403	8	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	27541	0.2840763032436371	9	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	11984	0.27364516258239746	10	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	4567	0.2726238965988159	11	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	3271	0.2701629102230072	12	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	14069	0.25868284702301025	13	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	15585	0.2577895224094391	14	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	31763	0.2544199526309967	15	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	11534	0.24456307291984558	16	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	3920	0.24070487916469574	17	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	22684	0.2389874905347824	18	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	20454	0.23519060015678406	19	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	2620	0.22818522155284882	20	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	19389	0.22739624977111816	21	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	7649	0.22410878539085388	22	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	21478	0.2185879349708557	23	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	25377	0.21804404258728027	24	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	7800	0.21477052569389343	25	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	31107	0.2120279222726822	26	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	1305	0.20820064842700958	27	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	8818	0.19895245134830475	28	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	21407	0.19790787994861603	29	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	21776	0.1924225240945816	30	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	19511	0.19238761067390442	31	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	12385	0.18573419749736786	32	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	13055	0.18370072543621063	33	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	7307	0.16761799156665802	34	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	7163	0.16749411821365356	35	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	19973	0.1624547839164734	36	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	14949	0.16115576028823853	37	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	20712	0.15711668133735657	38	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	26630	0.1560710072517395	39	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	24513	0.1549452841281891	40	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	7286	0.15398946404457092	41	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	31103	0.15360581874847412	42	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	11796	0.14459381997585297	43	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	11007	0.1443977653980255	44	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	862	0.14327362179756165	45	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	15044	0.14175185561180115	46	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	3978	0.14114347100257874	47	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	9505	0.14076469838619232	48	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	7238	0.14057055115699768	49	221	221	0	24
e_only_no_prefix	e_only_no_prefix	24	final_prompt_token	220	.	5742	0.1399793028831482	50	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	2938	0.8973109722137451	1	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	9452	0.8858052492141724	2	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	7627	0.4937973618507385	3	221	221	0	24
e_only_no_prefix	e_only_no_prefix	25	final_prompt_token	220	.	8519	0.38660430908203125	4	221	221	0	24
