prompt_id	condition_family	layer	position_label	token_position	token_string	feature_id	activation	rank	prompt_token_count	generated_token_count
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	31121	0.16521011292934418	36	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	185	0.16410711407661438	37	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	16959	0.16335482895374298	38	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	6302	0.16248199343681335	39	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	27199	0.16198253631591797	40	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	18156	0.16093996167182922	41	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	8519	0.16072189807891846	42	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	29888	0.1602662354707718	43	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	20072	0.15907710790634155	44	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	1136	0.157569020986557	45	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	16956	0.15754058957099915	46	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	14729	0.15682947635650635	47	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	3271	0.15602076053619385	48	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	24342	0.1550230085849762	49	93	127
hum_ascii_control	ascii_control	25	final_prompt_token	92	.	10664	0.1545412540435791	50	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	2938	1.4535143375396729	1	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	18937	0.6884162425994873	2	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	28713	0.6739737391471863	3	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	1626	0.41542673110961914	4	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	31908	0.40506646037101746	5	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	19389	0.40488797426223755	6	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	3241	0.4013670086860657	7	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	11256	0.3780992925167084	8	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	6194	0.33988115191459656	9	93	127
hum_ascii_control	ascii_control	26	final_prompt_token	92	.	13935	0.33717602491378784	10	93	127
